fecha;valorUVR;variacion_diaria;variacion_mensual;variacion_anual;variacion_ano_corrido
1/01/2000;1,033,396;;;;
2/01/2000;1,033,556;0,02;;;
3/01/2000;1,033,715;0,02;;;
4/01/2000;1,033,875;0,02;;;
5/01/2000;1,034,035;0,02;;;
6/01/2000;1,034,195;0,02;;;
7/01/2000;1,034,354;0,02;;;
8/01/2000;1,034,514;0,02;;;
9/01/2000;1,034,674;0,02;;;
10/01/2000;1,034,834;0,02;;;
11/01/2000;1,034,994;0,02;;;
12/01/2000;1,035,153;0,02;;;
13/01/2000;1,035,313;0,02;;;
14/01/2000;1,035,473;0,02;;;
15/01/2000;1,035,633;0,02;;;
16/01/2000;103,581;0,02;;;
17/01/2000;1,035,986;0,02;;;
18/01/2000;1,036,163;0,02;;;
19/01/2000;103,634;0,02;;;
20/01/2000;1,036,516;0,02;;;
21/01/2000;1,036,693;0,02;;;
22/01/2000;103,687;0,02;;;
23/01/2000;1,037,047;0,02;;;
24/01/2000;1,037,224;0,02;;;
25/01/2000;103,74;0,02;;;
26/01/2000;1,037,577;0,02;;;
27/01/2000;1,037,754;0,02;;;
28/01/2000;1,037,931;0,02;;;
29/01/2000;1,038,108;0,02;;;
30/01/2000;1,038,285;0,02;;;
31/01/2000;1,038,462;0,02;;;
1/02/2000;1,038,639;0,02;0,51;;
2/02/2000;1,038,817;0,02;0,51;;
3/02/2000;1,038,994;0,02;0,51;;
4/02/2000;1,039,171;0,02;0,51;;
5/02/2000;1,039,348;0,02;0,51;;
6/02/2000;1,039,525;0,02;0,52;;
7/02/2000;1,039,703;0,02;0,52;;
8/02/2000;103,988;0,02;0,52;;
9/02/2000;1,040,057;0,02;0,52;;
10/02/2000;1,040,235;0,02;0,52;;
11/02/2000;1,040,412;0,02;0,52;;
12/02/2000;1,040,589;0,02;0,53;;
13/02/2000;1,040,767;0,02;0,53;;
14/02/2000;1,040,944;0,02;0,53;;
15/02/2000;1,041,122;0,02;0,53;;
16/02/2000;1,041,582;0,04;0,56;;
17/02/2000;1,042,043;0,04;0,58;;
18/02/2000;1,042,503;0,04;0,61;;
19/02/2000;1,042,964;0,04;0,64;;
20/02/2000;1,043,425;0,04;0,67;;
21/02/2000;1,043,887;0,04;0,69;;
22/02/2000;1,044,348;0,04;0,72;;
23/02/2000;104,481;0,04;0,75;;
24/02/2000;1,045,272;0,04;0,78;;
25/02/2000;1,045,734;0,04;0,8;;
26/02/2000;1,046,196;0,04;0,83;;
27/02/2000;1,046,659;0,04;0,86;;
28/02/2000;1,047,121;0,04;0,89;;
29/02/2000;1,047,584;0,04;0,91;;
1/03/2000;1,048,047;0,04;0,91;;
2/03/2000;1,048,511;0,04;0,93;;
3/03/2000;1,048,974;0,04;0,96;;
4/03/2000;1,049,438;0,04;0,99;;
5/03/2000;1,049,902;0,04;1,02;;
6/03/2000;1,050,366;0,04;1,04;;
7/03/2000;105,083;0,04;1,07;;
8/03/2000;1,051,295;0,04;1,1;;
9/03/2000;105,176;0,04;1,13;;
10/03/2000;1,052,225;0,04;1,15;;
11/03/2000;105,269;0,04;1,18;;
12/03/2000;1,053,155;0,04;1,21;;
13/03/2000;1,053,621;0,04;1,24;;
14/03/2000;1,054,086;0,04;1,26;;
15/03/2000;1,054,552;0,04;1,29;;
16/03/2000;1,055,326;0,07;1,32;;
17/03/2000;105,61;0,07;1,35;;
18/03/2000;1,056,875;0,07;1,38;;
19/03/2000;1,057,651;0,07;1,41;;
20/03/2000;1,058,427;0,07;1,44;;
21/03/2000;1,059,204;0,07;1,47;;
22/03/2000;1,059,981;0,07;1,5;;
23/03/2000;1,060,759;0,07;1,53;;
24/03/2000;1,061,537;0,07;1,56;;
25/03/2000;1,062,316;0,07;1,59;;
26/03/2000;1,063,095;0,07;1,62;;
27/03/2000;1,063,876;0,07;1,64;;
28/03/2000;1,064,656;0,07;1,67;;
29/03/2000;1,065,437;0,07;1,7;;
30/03/2000;1,066,219;0,07;1,78;;
31/03/2000;1,067,002;0,07;1,85;;
1/04/2000;1,067,785;0,07;1,88;;
2/04/2000;1,068,568;0,07;1,91;;
3/04/2000;1,069,352;0,07;1,94;;
4/04/2000;1,070,137;0,07;1,97;;
5/04/2000;1,070,922;0,07;2;;
6/04/2000;1,071,708;0,07;2,03;;
7/04/2000;1,072,495;0,07;2,06;;
8/04/2000;1,073,282;0,07;2,09;;
9/04/2000;1,074,069;0,07;2,12;;
10/04/2000;1,074,857;0,07;2,15;;
11/04/2000;1,075,646;0,07;2,18;;
12/04/2000;1,076,435;0,07;2,21;;
13/04/2000;1,077,225;0,07;2,24;;
14/04/2000;1,078,016;0,07;2,27;;
15/04/2000;1,078,807;0,07;2,3;;
16/04/2000;1,079,417;0,06;2,28;;
17/04/2000;1,080,027;0,06;2,27;;
18/04/2000;1,080,638;0,06;2,25;;
19/04/2000;1,081,249;0,06;2,23;;
20/04/2000;108,186;0,06;2,21;;
21/04/2000;1,082,472;0,06;2,2;;
22/04/2000;1,083,084;0,06;2,18;;
23/04/2000;1,083,696;0,06;2,16;;
24/04/2000;1,084,308;0,06;2,15;;
25/04/2000;1,084,921;0,06;2,13;;
26/04/2000;1,085,535;0,06;2,11;;
27/04/2000;1,086,149;0,06;2,09;;
28/04/2000;1,086,763;0,06;2,08;;
29/04/2000;1,087,377;0,06;2,06;;
30/04/2000;1,087,992;0,06;2,04;;
1/05/2000;1,088,607;0,06;1,95;;
2/05/2000;1,089,222;0,06;1,93;;
3/05/2000;1,089,838;0,06;1,92;;
4/05/2000;1,090,454;0,06;1,9;;
5/05/2000;1,091,071;0,06;1,88;;
6/05/2000;1,091,687;0,06;1,86;;
7/05/2000;1,092,305;0,06;1,85;;
8/05/2000;1,092,922;0,06;1,83;;
9/05/2000;109,354;0,06;1,81;;
10/05/2000;1,094,158;0,06;1,8;;
11/05/2000;1,094,777;0,06;1,78;;
12/05/2000;1,095,396;0,06;1,76;;
13/05/2000;1,096,015;0,06;1,74;;
14/05/2000;1,096,635;0,06;1,73;;
15/05/2000;1,097,255;0,06;1,71;;
16/05/2000;1,097,607;0,03;1,69;;
17/05/2000;109,796;0,03;1,66;;
18/05/2000;1,098,312;0,03;1,64;;
19/05/2000;1,098,665;0,03;1,61;;
20/05/2000;1,099,017;0,03;1,59;;
21/05/2000;109,937;0,03;1,56;;
22/05/2000;1,099,723;0,03;1,54;;
23/05/2000;1,100,076;0,03;1,51;;
24/05/2000;1,100,429;0,03;1,49;;
25/05/2000;1,100,783;0,03;1,46;;
26/05/2000;1,101,136;0,03;1,44;;
27/05/2000;1,101,489;0,03;1,41;;
28/05/2000;1,101,843;0,03;1,39;;
29/05/2000;1,102,197;0,03;1,36;;
30/05/2000;1,102,551;0,03;1,34;;
31/05/2000;1,102,905;0,03;1,37;;
1/06/2000;1,103,259;0,03;1,35;;
2/06/2000;1,103,613;0,03;1,32;;
3/06/2000;1,103,967;0,03;1,3;;
4/06/2000;1,104,322;0,03;1,27;;
5/06/2000;1,104,676;0,03;1,25;;
6/06/2000;1,105,031;0,03;1,22;;
7/06/2000;1,105,385;0,03;1,2;;
8/06/2000;110,574;0,03;1,17;;
9/06/2000;1,106,095;0,03;1,15;;
10/06/2000;110,645;0,03;1,12;;
11/06/2000;1,106,806;0,03;1,1;;
12/06/2000;1,107,161;0,03;1,07;;
13/06/2000;1,107,516;0,03;1,05;;
14/06/2000;1,107,872;0,03;1,02;;
15/06/2000;1,108,228;0,03;1;;
16/06/2000;110,842;0,02;0,99;;
17/06/2000;1,108,611;0,02;0,97;;
18/06/2000;1,108,803;0,02;0,96;;
19/06/2000;1,108,995;0,02;0,94;;
20/06/2000;1,109,186;0,02;0,93;;
21/06/2000;1,109,378;0,02;0,91;;
22/06/2000;110,957;0,02;0,9;;
23/06/2000;1,109,762;0,02;0,88;;
24/06/2000;1,109,954;0,02;0,87;;
25/06/2000;1,110,146;0,02;0,85;;
26/06/2000;1,110,338;0,02;0,84;;
27/06/2000;111,053;0,02;0,82;;
28/06/2000;1,110,722;0,02;0,81;;
29/06/2000;1,110,914;0,02;0,79;;
30/06/2000;1,111,106;0,02;0,78;;
1/07/2000;1,111,298;0,02;0,73;;
2/07/2000;111,149;0,02;0,71;;
3/07/2000;1,111,682;0,02;0,7;;
4/07/2000;1,111,874;0,02;0,68;;
5/07/2000;1,112,067;0,02;0,67;;
6/07/2000;1,112,259;0,02;0,65;;
7/07/2000;1,112,451;0,02;0,64;;
8/07/2000;1,112,643;0,02;0,62;;
9/07/2000;1,112,836;0,02;0,61;;
10/07/2000;1,113,028;0,02;0,59;;
11/07/2000;1,113,221;0,02;0,58;;
12/07/2000;1,113,413;0,02;0,56;;
13/07/2000;1,113,606;0,02;0,55;;
14/07/2000;1,113,798;0,02;0,53;;
15/07/2000;1,113,991;0,02;0,52;;
16/07/2000;1,113,984;0;0,5;;
17/07/2000;1,113,977;0;0,48;;
18/07/2000;1,113,969;0;0,47;;
19/07/2000;1,113,962;0;0,45;;
20/07/2000;1,113,955;0;0,43;;
21/07/2000;1,113,948;0;0,41;;
22/07/2000;1,113,941;0;0,39;;
23/07/2000;1,113,933;0;0,38;;
24/07/2000;1,113,926;0;0,36;;
25/07/2000;1,113,919;0;0,34;;
26/07/2000;1,113,912;0;0,32;;
27/07/2000;1,113,905;0;0,3;;
28/07/2000;1,113,898;0;0,29;;
29/07/2000;111,389;0;0,27;;
30/07/2000;1,113,883;0;0,25;;
31/07/2000;1,113,876;0;0,25;;
1/08/2000;1,113,869;0;0,23;;
2/08/2000;1,113,862;0;0,21;;
3/08/2000;1,113,854;0;0,2;;
4/08/2000;1,113,847;0;0,18;;
5/08/2000;111,384;0;0,16;;
6/08/2000;1,113,833;0;0,14;;
7/08/2000;1,113,826;0;0,12;;
8/08/2000;1,113,819;0;0,11;;
9/08/2000;1,113,811;0;0,09;;
10/08/2000;1,113,804;0;0,07;;
11/08/2000;1,113,797;0;0,05;;
12/08/2000;111,379;0;0,03;;
13/08/2000;1,113,783;0;0,02;;
14/08/2000;1,113,775;0;0;;
15/08/2000;1,113,768;0;-0,02;;
16/08/2000;1,113,754;0;-0,02;;
17/08/2000;1,113,739;0;-0,02;;
18/08/2000;1,113,725;0;-0,02;;
19/08/2000;1,113,711;0;-0,02;;
20/08/2000;1,113,696;0;-0,02;;
21/08/2000;1,113,682;0;-0,02;;
22/08/2000;1,113,667;0;-0,02;;
23/08/2000;1,113,653;0;-0,03;;
24/08/2000;1,113,639;0;-0,03;;
25/08/2000;1,113,624;0;-0,03;;
26/08/2000;111,361;0;-0,03;;
27/08/2000;1,113,596;0;-0,03;;
28/08/2000;1,113,581;0;-0,03;;
29/08/2000;1,113,567;0;-0,03;;
30/08/2000;1,113,552;0;-0,03;;
31/08/2000;1,113,538;0;-0,03;;
1/09/2000;1,113,524;0;-0,03;;
2/09/2000;1,113,509;0;-0,03;;
3/09/2000;1,113,495;0;-0,03;;
4/09/2000;1,113,481;0;-0,03;;
5/09/2000;1,113,466;0;-0,03;;
6/09/2000;1,113,452;0;-0,03;;
7/09/2000;1,113,437;0;-0,03;;
8/09/2000;1,113,423;0;-0,04;;
9/09/2000;1,113,409;0;-0,04;;
10/09/2000;1,113,394;0;-0,04;;
11/09/2000;111,338;0;-0,04;;
12/09/2000;1,113,366;0;-0,04;;
13/09/2000;1,113,351;0;-0,04;;
14/09/2000;1,113,337;0;-0,04;;
15/09/2000;1,113,322;0;-0,04;;
16/09/2000;1,113,441;0,01;-0,03;;
17/09/2000;1,113,559;0,01;-0,02;;
18/09/2000;1,113,678;0,01;0;;
19/09/2000;1,113,796;0,01;0,01;;
20/09/2000;1,113,915;0,01;0,02;;
21/09/2000;1,114,034;0,01;0,03;;
22/09/2000;1,114,152;0,01;0,04;;
23/09/2000;1,114,271;0,01;0,06;;
24/09/2000;111,439;0,01;0,07;;
25/09/2000;1,114,508;0,01;0,08;;
26/09/2000;1,114,627;0,01;0,09;;
27/09/2000;1,114,746;0,01;0,1;;
28/09/2000;1,114,864;0,01;0,12;;
29/09/2000;1,114,983;0,01;0,13;;
30/09/2000;1,115,102;0,01;0,14;;
1/10/2000;1,115,221;0,01;0,15;;
2/10/2000;1,115,339;0,01;0,16;;
3/10/2000;1,115,458;0,01;0,18;;
4/10/2000;1,115,577;0,01;0,19;;
5/10/2000;1,115,696;0,01;0,2;;
6/10/2000;1,115,815;0,01;0,21;;
7/10/2000;1,115,933;0,01;0,22;;
8/10/2000;1,116,052;0,01;0,24;;
9/10/2000;1,116,171;0,01;0,25;;
10/10/2000;111,629;0,01;0,26;;
11/10/2000;1,116,409;0,01;0,27;;
12/10/2000;1,116,528;0,01;0,28;;
13/10/2000;1,116,647;0,01;0,3;;
14/10/2000;1,116,766;0,01;0,31;;
15/10/2000;1,116,885;0,01;0,32;;
16/10/2000;111,704;0,01;0,32;;
17/10/2000;1,117,194;0,01;0,33;;
18/10/2000;1,117,349;0,01;0,33;;
19/10/2000;1,117,504;0,01;0,33;;
20/10/2000;1,117,658;0,01;0,34;;
21/10/2000;1,117,813;0,01;0,34;;
22/10/2000;1,117,968;0,01;0,34;;
23/10/2000;1,118,122;0,01;0,35;;
24/10/2000;1,118,277;0,01;0,35;;
25/10/2000;1,118,432;0,01;0,35;;
26/10/2000;1,118,587;0,01;0,36;;
27/10/2000;1,118,742;0,01;0,36;;
28/10/2000;1,118,896;0,01;0,36;;
29/10/2000;1,119,051;0,01;0,36;;
30/10/2000;1,119,206;0,01;0,37;;
31/10/2000;1,119,361;0,01;0,38;;
1/11/2000;1,119,516;0,01;0,39;;
2/11/2000;1,119,671;0,01;0,39;;
3/11/2000;1,119,826;0,01;0,39;;
4/11/2000;1,119,981;0,01;0,39;;
5/11/2000;1,120,136;0,01;0,4;;
6/11/2000;1,120,291;0,01;0,4;;
7/11/2000;1,120,446;0,01;0,4;;
8/11/2000;1,120,601;0,01;0,41;;
9/11/2000;1,120,756;0,01;0,41;;
10/11/2000;1,120,912;0,01;0,41;;
11/11/2000;1,121,067;0,01;0,42;;
12/11/2000;1,121,222;0,01;0,42;;
13/11/2000;1,121,377;0,01;0,42;;
14/11/2000;1,121,532;0,01;0,43;;
15/11/2000;1,121,688;0,01;0,43;;
16/11/2000;1,121,744;0;0,42;;
17/11/2000;112,18;0;0,41;;
18/11/2000;1,121,856;0;0,4;;
19/11/2000;1,121,912;0;0,39;;
20/11/2000;1,121,968;0;0,39;;
21/11/2000;1,122,024;0;0,38;;
22/11/2000;112,208;0;0,37;;
23/11/2000;1,122,136;0;0,36;;
24/11/2000;1,122,192;0;0,35;;
25/11/2000;1,122,249;0,01;0,34;;
26/11/2000;1,122,305;0;0,33;;
27/11/2000;1,122,361;0;0,32;;
28/11/2000;1,122,417;0;0,31;;
29/11/2000;1,122,473;0;0,31;;
30/11/2000;1,122,529;0;0,3;;
1/12/2000;1,122,585;0;0,27;;
2/12/2000;1,122,641;0;0,27;;
3/12/2000;1,122,697;0;0,26;;
4/12/2000;1,122,753;0;0,25;;
5/12/2000;1,122,809;0;0,24;;
6/12/2000;1,122,866;0,01;0,23;;
7/12/2000;1,122,922;0;0,22;;
8/12/2000;1,122,978;0;0,21;;
9/12/2000;1,123,034;0;0,2;;
10/12/2000;112,309;0;0,19;;
11/12/2000;1,123,146;0;0,19;;
12/12/2000;1,123,202;0;0,18;;
13/12/2000;1,123,258;0;0,17;;
14/12/2000;1,123,314;0;0,16;;
15/12/2000;1,123,371;0,01;0,15;;
16/12/2000;112,349;0,01;0,16;;
17/12/2000;112,361;0,01;0,16;;
18/12/2000;1,123,729;0,01;0,17;;
19/12/2000;1,123,849;0,01;0,17;;
20/12/2000;1,123,968;0,01;0,18;;
21/12/2000;1,124,088;0,01;0,18;;
22/12/2000;1,124,207;0,01;0,19;;
23/12/2000;1,124,327;0,01;0,2;;
24/12/2000;1,124,446;0,01;0,2;;
25/12/2000;1,124,566;0,01;0,21;;
26/12/2000;1,124,685;0,01;0,21;;
27/12/2000;1,124,805;0,01;0,22;;
28/12/2000;1,124,924;0,01;0,22;;
29/12/2000;1,125,044;0,01;0,23;;
30/12/2000;1,125,163;0,01;0,23;;
31/12/2000;1,125,283;0,01;0,25;;
1/01/2001;1,125,402;0,01;0,25;8,9;0,01
2/01/2001;1,125,522;0,01;0,26;8,9;0,02
3/01/2001;1,125,642;0,01;0,26;8,89;0,03
4/01/2001;1,125,761;0,01;0,27;8,89;0,04
5/01/2001;1,125,881;0,01;0,27;8,88;0,05
6/01/2001;1,126,001;0,01;0,28;8,88;0,06
7/01/2001;112,612;0,01;0,28;8,87;0,07
8/01/2001;112,624;0,01;0,29;8,87;0,09
9/01/2001;112,636;0,01;0,3;8,86;0,1
10/01/2001;1,126,479;0,01;0,3;8,86;0,11
11/01/2001;1,126,599;0,01;0,31;8,85;0,12
12/01/2001;1,126,719;0,01;0,31;8,85;0,13
13/01/2001;1,126,839;0,01;0,32;8,84;0,14
14/01/2001;1,126,958;0,01;0,32;8,84;0,15
15/01/2001;1,127,078;0,01;0,33;8,83;0,16
16/01/2001;1,127,245;0,01;0,33;8,83;0,17
17/01/2001;1,127,412;0,01;0,34;8,83;0,19
18/01/2001;1,127,579;0,01;0,34;8,82;0,2
19/01/2001;1,127,746;0,01;0,35;8,82;0,22
20/01/2001;1,127,913;0,01;0,35;8,82;0,23
21/01/2001;112,808;0,01;0,36;8,82;0,25
22/01/2001;1,128,247;0,01;0,36;8,81;0,26
23/01/2001;1,128,414;0,01;0,36;8,81;0,28
24/01/2001;1,128,581;0,01;0,37;8,81;0,29
25/01/2001;1,128,748;0,01;0,37;8,81;0,31
26/01/2001;1,128,915;0,01;0,38;8,8;0,32
27/01/2001;1,129,082;0,01;0,38;8,8;0,34
28/01/2001;1,129,249;0,01;0,38;8,8;0,35
29/01/2001;1,129,416;0,01;0,39;8,8;0,37
30/01/2001;1,129,584;0,01;0,39;8,79;0,38
31/01/2001;1,129,751;0,01;0,4;8,79;0,4
1/02/2001;1,129,918;0,01;0,4;8,79;0,41
2/02/2001;1,130,085;0,01;0,41;8,79;0,43
3/02/2001;1,130,253;0,01;0,41;8,78;0,44
4/02/2001;113,042;0,01;0,41;8,78;0,46
5/02/2001;1,130,588;0,01;0,42;8,78;0,47
6/02/2001;1,130,755;0,01;0,42;8,78;0,49
7/02/2001;1,130,922;0,01;0,43;8,77;0,5
8/02/2001;113,109;0,01;0,43;8,77;0,52
9/02/2001;1,131,257;0,01;0,43;8,77;0,53
10/02/2001;1,131,425;0,01;0,44;8,77;0,55
11/02/2001;1,131,592;0,01;0,44;8,76;0,56
12/02/2001;113,176;0,01;0,45;8,76;0,58
13/02/2001;1,131,927;0,01;0,45;8,76;0,59
14/02/2001;1,132,095;0,01;0,46;8,76;0,61
15/02/2001;1,132,263;0,01;0,46;8,75;0,62
16/02/2001;1,132,685;0,04;0,48;8,75;0,66
17/02/2001;1,133,108;0,04;0,51;8,74;0,7
18/02/2001;1,133,531;0,04;0,53;8,73;0,73
19/02/2001;1,133,954;0,04;0,55;8,72;0,77
20/02/2001;1,134,377;0,04;0,57;8,72;0,81
21/02/2001;113,48;0,04;0,6;8,71;0,85
22/02/2001;1,135,224;0,04;0,62;8,7;0,88
23/02/2001;1,135,647;0,04;0,64;8,69;0,92
24/02/2001;1,136,071;0,04;0,66;8,69;0,96
25/02/2001;1,136,495;0,04;0,69;8,68;1
26/02/2001;1,136,919;0,04;0,71;8,67;1,03
27/02/2001;1,137,343;0,04;0,73;8,66;1,07
28/02/2001;1,137,767;0,04;0,75;8,66;1,11
1/03/2001;1,138,192;0,04;0,73;8,6;1,15
2/03/2001;1,138,617;0,04;0,75;8,59;1,18
3/03/2001;1,139,041;0,04;0,78;8,59;1,22
4/03/2001;1,139,466;0,04;0,8;8,58;1,26
5/03/2001;1,139,892;0,04;0,82;8,57;1,3
6/03/2001;1,140,317;0,04;0,85;8,56;1,34
7/03/2001;1,140,742;0,04;0,87;8,56;1,37
8/03/2001;1,141,168;0,04;0,89;8,55;1,41
9/03/2001;1,141,594;0,04;0,91;8,54;1,45
10/03/2001;114,202;0,04;0,94;8,53;1,49
11/03/2001;1,142,446;0,04;0,96;8,53;1,53
12/03/2001;1,142,872;0,04;0,98;8,52;1,56
13/03/2001;1,143,298;0,04;1;8,51;1,6
14/03/2001;1,143,725;0,04;1,03;8,5;1,64
15/03/2001;1,144,152;0,04;1,05;8,5;1,68
16/03/2001;1,144,843;0,06;1,07;8,48;1,74
17/03/2001;1,145,535;0,06;1,1;8,47;1,8
18/03/2001;1,146,227;0,06;1,12;8,45;1,86
19/03/2001;114,692;0,06;1,14;8,44;1,92
20/03/2001;1,147,612;0,06;1,17;8,43;1,98
21/03/2001;1,148,306;0,06;1,19;8,41;2,05
22/03/2001;114,9;0,06;1,21;8,4;2,11
23/03/2001;1,149,694;0,06;1,24;8,38;2,17
24/03/2001;1,150,388;0,06;1,26;8,37;2,23
25/03/2001;1,151,083;0,06;1,28;8,36;2,29
26/03/2001;1,151,779;0,06;1,31;8,34;2,35
27/03/2001;1,152,475;0,06;1,33;8,33;2,42
28/03/2001;1,153,171;0,06;1,35;8,31;2,48
29/03/2001;1,153,868;0,06;1,42;8,3;2,54
30/03/2001;1,154,565;0,06;1,48;8,29;2,6
31/03/2001;1,155,262;0,06;1,54;8,27;2,66
1/04/2001;115,596;0,06;1,56;8,26;2,73
2/04/2001;1,156,659;0,06;1,58;8,24;2,79
3/04/2001;1,157,358;0,06;1,61;8,23;2,85
4/04/2001;1,158,057;0,06;1,63;8,22;2,91
5/04/2001;1,158,757;0,06;1,65;8,2;2,97
6/04/2001;1,159,457;0,06;1,68;8,19;3,04
7/04/2001;1,160,157;0,06;1,7;8,17;3,1
8/04/2001;1,160,858;0,06;1,73;8,16;3,16
9/04/2001;1,161,559;0,06;1,75;8,15;3,22
10/04/2001;1,162,261;0,06;1,77;8,13;3,29
11/04/2001;1,162,963;0,06;1,8;8,12;3,35
12/04/2001;1,163,666;0,06;1,82;8,1;3,41
13/04/2001;1,164,369;0,06;1,84;8,09;3,47
14/04/2001;1,165,073;0,06;1,87;8,08;3,54
15/04/2001;1,165,776;0,06;1,89;8,06;3,6
16/04/2001;1,166,347;0,05;1,88;8,05;3,65
17/04/2001;1,166,918;0,05;1,87;8,05;3,7
18/04/2001;116,749;0,05;1,86;8,04;3,75
19/04/2001;1,168,062;0,05;1,84;8,03;3,8
20/04/2001;1,168,634;0,05;1,83;8,02;3,85
21/04/2001;1,169,206;0,05;1,82;8,01;3,9
22/04/2001;1,169,779;0,05;1,81;8;3,95
23/04/2001;1,170,352;0,05;1,8;8;4,01
24/04/2001;1,170,925;0,05;1,79;7,99;4,06
25/04/2001;1,171,499;0,05;1,77;7,98;4,11
26/04/2001;1,172,073;0,05;1,76;7,97;4,16
27/04/2001;1,172,647;0,05;1,75;7,96;4,21
28/04/2001;1,173,221;0,05;1,74;7,96;4,26
29/04/2001;1,173,796;0,05;1,73;7,95;4,31
30/04/2001;1,174,371;0,05;1,72;7,94;4,36
1/05/2001;1,174,946;0,05;1,64;7,93;4,41
2/05/2001;1,175,522;0,05;1,63;7,92;4,46
3/05/2001;1,176,098;0,05;1,62;7,91;4,52
4/05/2001;1,176,674;0,05;1,61;7,91;4,57
5/05/2001;117,725;0,05;1,6;7,9;4,62
6/05/2001;1,177,827;0,05;1,58;7,89;4,67
7/05/2001;1,178,404;0,05;1,57;7,88;4,72
8/05/2001;1,178,981;0,05;1,56;7,87;4,77
9/05/2001;1,179,558;0,05;1,55;7,87;4,82
10/05/2001;1,180,136;0,05;1,54;7,86;4,87
11/05/2001;1,180,714;0,05;1,53;7,85;4,93
12/05/2001;1,181,293;0,05;1,51;7,84;4,98
13/05/2001;1,181,871;0,05;1,5;7,83;5,03
14/05/2001;118,245;0,05;1,49;7,83;5,08
15/05/2001;1,183,029;0,05;1,48;7,82;5,13
16/05/2001;1,183,465;0,04;1,47;7,82;5,17
17/05/2001;1,183,902;0,04;1,46;7,83;5,21
18/05/2001;1,184,339;0,04;1,44;7,83;5,25
19/05/2001;1,184,776;0,04;1,43;7,84;5,29
20/05/2001;1,185,213;0,04;1,42;7,84;5,33
21/05/2001;118,565;0,04;1,41;7,85;5,36
22/05/2001;1,186,087;0,04;1,39;7,85;5,4
23/05/2001;1,186,525;0,04;1,38;7,86;5,44
24/05/2001;1,186,963;0,04;1,37;7,86;5,48
25/05/2001;1,187,401;0,04;1,36;7,87;5,52
26/05/2001;1,187,839;0,04;1,35;7,87;5,56
27/05/2001;1,188,277;0,04;1,33;7,88;5,6
28/05/2001;1,188,715;0,04;1,32;7,88;5,64
29/05/2001;1,189,154;0,04;1,31;7,89;5,68
30/05/2001;1,189,593;0,04;1,3;7,89;5,72
31/05/2001;1,190,031;0,04;1,33;7,9;5,75
1/06/2001;119,047;0,04;1,32;7,9;5,79
2/06/2001;119,091;0,04;1,31;7,91;5,83
3/06/2001;1,191,349;0,04;1,3;7,92;5,87
4/06/2001;1,191,788;0,04;1,28;7,92;5,91
5/06/2001;1,192,228;0,04;1,27;7,93;5,95
6/06/2001;1,192,668;0,04;1,26;7,93;5,99
7/06/2001;1,193,108;0,04;1,25;7,94;6,03
8/06/2001;1,193,548;0,04;1,24;7,94;6,07
9/06/2001;1,193,988;0,04;1,22;7,95;6,11
10/06/2001;1,194,429;0,04;1,21;7,95;6,14
11/06/2001;119,487;0,04;1,2;7,96;6,18
12/06/2001;119,531;0,04;1,19;7,96;6,22
13/06/2001;1,195,751;0,04;1,17;7,97;6,26
14/06/2001;1,196,193;0,04;1,16;7,97;6,3
15/06/2001;1,196,634;0,04;1,15;7,98;6,34
16/06/2001;1,196,801;0,01;1,13;7,97;6,36
17/06/2001;1,196,968;0,01;1,1;7,97;6,37
18/06/2001;1,197,136;0,01;1,08;7,97;6,39
19/06/2001;1,197,303;0,01;1,06;7,96;6,4
20/06/2001;119,747;0,01;1,03;7,96;6,42
21/06/2001;1,197,637;0,01;1,01;7,96;6,43
22/06/2001;1,197,805;0,01;0,99;7,95;6,44
23/06/2001;1,197,972;0,01;0,96;7,95;6,46
24/06/2001;119,814;0,01;0,94;7,95;6,47
25/06/2001;1,198,307;0,01;0,92;7,94;6,49
26/06/2001;1,198,474;0,01;0,9;7,94;6,5
27/06/2001;1,198,642;0,01;0,87;7,93;6,52
28/06/2001;1,198,809;0,01;0,85;7,93;6,53
29/06/2001;1,198,977;0,01;0,83;7,93;6,55
30/06/2001;1,199,144;0,01;0,8;7,92;6,56
1/07/2001;1,199,312;0,01;0,74;7,92;6,58
2/07/2001;1,199,479;0,01;0,72;7,92;6,59
3/07/2001;1,199,647;0,01;0,7;7,91;6,61
4/07/2001;1,199,815;0,01;0,67;7,91;6,62
5/07/2001;1,199,982;0,01;0,65;7,91;6,64
6/07/2001;120,015;0,01;0,63;7,9;6,65
7/07/2001;1,200,318;0,01;0,6;7,9;6,67
8/07/2001;1,200,485;0,01;0,58;7,89;6,68
9/07/2001;1,200,653;0,01;0,56;7,89;6,7
10/07/2001;1,200,821;0,01;0,54;7,89;6,71
11/07/2001;1,200,989;0,01;0,51;7,88;6,73
12/07/2001;1,201,156;0,01;0,49;7,88;6,74
13/07/2001;1,201,324;0,01;0,47;7,88;6,76
14/07/2001;1,201,492;0,01;0,44;7,87;6,77
15/07/2001;120,166;0,01;0,42;7,87;6,79
16/07/2001;1,201,676;0;0,41;7,87;6,79
17/07/2001;1,201,691;0;0,39;7,87;6,79
18/07/2001;1,201,707;0;0,38;7,88;6,79
19/07/2001;1,201,722;0;0,37;7,88;6,79
20/07/2001;1,201,738;0;0,36;7,88;6,79
21/07/2001;1,201,753;0;0,34;7,88;6,8
22/07/2001;1,201,769;0;0,33;7,88;6,8
23/07/2001;1,201,784;0;0,32;7,89;6,8
