fecha;valorUVR;variacion_diaria;variacion_mensual;variacion_anual;variacion_ano_corrido
2/05/2005;1,499,279;0,03;0,86;5,12;2,74
3/05/2005;1,499,662;0,03;0,86;5,11;2,76
4/05/2005;1,500,046;0,03;0,85;5,11;2,79
5/05/2005;1,500,429;0,03;0,84;5,1;2,82
6/05/2005;1,500,813;0,03;0,84;5,09;2,84
7/05/2005;1,501,197;0,03;0,83;5,08;2,87
8/05/2005;150,158;0,03;0,82;5,08;2,9
9/05/2005;1,501,964;0,03;0,81;5,07;2,92
10/05/2005;1,502,349;0,03;0,81;5,06;2,95
11/05/2005;1,502,733;0,03;0,8;5,06;2,97
12/05/2005;1,503,117;0,03;0,79;5,05;3
13/05/2005;1,503,501;0,03;0,78;5,04;3,03
14/05/2005;1,503,886;0,03;0,78;5,03;3,05
15/05/2005;150,427;0,03;0,77;5,03;3,08
16/05/2005;1,504,483;0,01;0,76;5,03;3,09
17/05/2005;1,504,696;0,01;0,75;5,02;3,11
18/05/2005;1,504,909;0,01;0,74;5,02;3,12
19/05/2005;1,505,122;0,01;0,72;5,02;3,14
20/05/2005;1,505,336;0,01;0,71;5,02;3,15
21/05/2005;1,505,549;0,01;0,7;5,02;3,17
22/05/2005;1,505,762;0,01;0,69;5,02;3,18
23/05/2005;1,505,975;0,01;0,68;5,02;3,2
24/05/2005;1,506,189;0,01;0,67;5,02;3,21
25/05/2005;1,506,402;0,01;0,66;5,02;3,23
26/05/2005;1,506,615;0,01;0,64;5,02;3,24
27/05/2005;1,506,829;0,01;0,63;5,02;3,26
28/05/2005;1,507,042;0,01;0,62;5,02;3,27
29/05/2005;1,507,256;0,01;0,61;5,02;3,28
30/05/2005;1,507,469;0,01;0,6;5,02;3,3
31/05/2005;1,507,683;0,01;0,61;5,02;3,31
1/06/2005;1,507,896;0,01;0,6;5,01;3,33
2/06/2005;150,811;0,01;0,59;5,01;3,34
3/06/2005;1,508,323;0,01;0,58;5,01;3,36
4/06/2005;1,508,537;0,01;0,57;5,01;3,37
5/06/2005;1,508,751;0,01;0,55;5,01;3,39
6/06/2005;1,508,964;0,01;0,54;5,01;3,4
7/06/2005;1,509,178;0,01;0,53;5,01;3,42
8/06/2005;1,509,392;0,01;0,52;5,01;3,43
9/06/2005;1,509,605;0,01;0,51;5,01;3,45
10/06/2005;1,509,819;0,01;0,5;5,01;3,46
11/06/2005;1,510,033;0,01;0,49;5,01;3,47
12/06/2005;1,510,247;0,01;0,47;5,01;3,49
13/06/2005;1,510,461;0,01;0,46;5,01;3,5
14/06/2005;1,510,675;0,01;0,45;5,01;3,52
15/06/2005;1,510,889;0,01;0,44;5,01;3,53
16/06/2005;1,511,095;0,01;0,44;5,01;3,55
17/06/2005;1,511,301;0,01;0,44;5,01;3,56
18/06/2005;1,511,507;0,01;0,44;5,01;3,58
19/06/2005;1,511,713;0,01;0,44;5,01;3,59
20/06/2005;151,192;0,01;0,44;5,01;3,6
21/06/2005;1,512,126;0,01;0,44;5,01;3,62
22/06/2005;1,512,332;0,01;0,44;5,01;3,63
23/06/2005;1,512,538;0,01;0,44;5,01;3,65
24/06/2005;1,512,745;0,01;0,44;5,01;3,66
25/06/2005;1,512,951;0,01;0,43;5,02;3,67
26/06/2005;1,513,157;0,01;0,43;5,02;3,69
27/06/2005;1,513,364;0,01;0,43;5,02;3,7
28/06/2005;151,357;0,01;0,43;5,02;3,72
29/06/2005;1,513,777;0,01;0,43;5,02;3,73
30/06/2005;1,513,983;0,01;0,43;5,02;3,75
1/07/2005;151,419;0,01;0,42;5,02;3,76
2/07/2005;1,514,396;0,01;0,42;5,02;3,77
3/07/2005;1,514,603;0,01;0,42;5,02;3,79
4/07/2005;1,514,809;0,01;0,42;5,02;3,8
5/07/2005;1,515,016;0,01;0,42;5,03;3,82
6/07/2005;1,515,223;0,01;0,41;5,03;3,83
7/07/2005;1,515,429;0,01;0,41;5,03;3,84
8/07/2005;1,515,636;0,01;0,41;5,03;3,86
9/07/2005;1,515,843;0,01;0,41;5,03;3,87
10/07/2005;1,516,049;0,01;0,41;5,03;3,89
11/07/2005;1,516,256;0,01;0,41;5,03;3,9
12/07/2005;1,516,463;0,01;0,41;5,03;3,92
13/07/2005;151,667;0,01;0,41;5,03;3,93
14/07/2005;1,516,877;0,01;0,41;5,04;3,94
15/07/2005;1,517,084;0,01;0,41;5,04;3,96
16/07/2005;1,517,279;0,01;0,41;5,03;3,97
17/07/2005;1,517,475;0,01;0,41;5,02;3,98
18/07/2005;151,767;0,01;0,41;5,02;4
19/07/2005;1,517,866;0,01;0,41;5,01;4,01
20/07/2005;1,518,061;0,01;0,41;5;4,02
21/07/2005;1,518,257;0,01;0,41;5;4,04
22/07/2005;1,518,452;0,01;0,4;4,99;4,05
23/07/2005;1,518,648;0,01;0,4;4,98;4,07
24/07/2005;1,518,843;0,01;0,4;4,98;4,08
25/07/2005;1,519,039;0,01;0,4;4,97;4,09
26/07/2005;1,519,235;0,01;0,4;4,96;4,11
27/07/2005;151,943;0,01;0,4;4,96;4,12
28/07/2005;1,519,626;0,01;0,4;4,95;4,13
29/07/2005;1,519,822;0,01;0,4;4,94;4,15
30/07/2005;1,520,017;0,01;0,4;4,94;4,16
31/07/2005;1,520,213;0,01;0,41;4,93;4,17
1/08/2005;1,520,409;0,01;0,41;4,92;4,19
2/08/2005;1,520,605;0,01;0,41;4,92;4,2
3/08/2005;152,08;0,01;0,41;4,91;4,21
4/08/2005;1,520,996;0,01;0,41;4,9;4,23
5/08/2005;1,521,192;0,01;0,41;4,89;4,24
6/08/2005;1,521,388;0,01;0,41;4,89;4,25
7/08/2005;1,521,584;0,01;0,41;4,88;4,27
8/08/2005;152,178;0,01;0,41;4,87;4,28
9/08/2005;1,521,976;0,01;0,4;4,87;4,29
10/08/2005;1,522,172;0,01;0,4;4,86;4,31
11/08/2005;1,522,368;0,01;0,4;4,85;4,32
12/08/2005;1,522,564;0,01;0,4;4,85;4,33
13/08/2005;152,276;0,01;0,4;4,84;4,35
14/08/2005;1,522,956;0,01;0,4;4,83;4,36
15/08/2005;1,523,152;0,01;0,4;4,83;4,37
16/08/2005;1,523,177;0;0,39;4,83;4,38
17/08/2005;1,523,201;0;0,38;4,83;4,38
18/08/2005;1,523,226;0;0,37;4,84;4,38
19/08/2005;152,325;0;0,35;4,84;4,38
20/08/2005;1,523,275;0;0,34;4,84;4,38
21/08/2005;1,523,299;0;0,33;4,84;4,38
22/08/2005;1,523,324;0;0,32;4,85;4,39
23/08/2005;1,523,348;0;0,31;4,85;4,39
24/08/2005;1,523,373;0;0,3;4,85;4,39
25/08/2005;1,523,398;0;0,29;4,85;4,39
26/08/2005;1,523,422;0;0,28;4,86;4,39
27/08/2005;1,523,447;0;0,26;4,86;4,39
28/08/2005;1,523,471;0;0,25;4,86;4,4
29/08/2005;1,523,496;0;0,24;4,87;4,4
30/08/2005;152,352;0;0,23;4,87;4,4
31/08/2005;1,523,545;0;0,22;4,87;4,4
1/09/2005;152,357;0;0,21;4,87;4,4
2/09/2005;1,523,594;0;0,2;4,88;4,4
3/09/2005;1,523,619;0;0,19;4,88;4,41
4/09/2005;1,523,643;0;0,17;4,88;4,41
5/09/2005;1,523,668;0;0,16;4,88;4,41
6/09/2005;1,523,692;0;0,15;4,89;4,41
7/09/2005;1,523,717;0;0,14;4,89;4,41
8/09/2005;1,523,742;0;0,13;4,89;4,41
9/09/2005;1,523,766;0;0,12;4,9;4,42
10/09/2005;1,523,791;0;0,11;4,9;4,42
11/09/2005;1,523,815;0;0,1;4,9;4,42
12/09/2005;152,384;0;0,08;4,9;4,42
13/09/2005;1,523,864;0;0,07;4,91;4,42
14/09/2005;1,523,889;0;0,06;4,91;4,42
15/09/2005;1,523,914;0;0,05;4,91;4,43
16/09/2005;1,523,914;0;0,05;4,91;4,43
17/09/2005;1,523,914;0;0,05;4,91;4,43
18/09/2005;1,523,914;0;0,05;4,91;4,43
19/09/2005;1,523,914;0;0,04;4,91;4,43
20/09/2005;1,523,914;0;0,04;4,91;4,43
21/09/2005;1,523,914;0;0,04;4,91;4,43
22/09/2005;1,523,914;0;0,04;4,9;4,43
23/09/2005;1,523,914;0;0,04;4,9;4,43
24/09/2005;1,523,914;0;0,04;4,9;4,43
25/09/2005;1,523,914;0;0,03;4,9;4,43
26/09/2005;1,523,914;0;0,03;4,9;4,43
27/09/2005;1,523,914;0;0,03;4,9;4,43
28/09/2005;1,523,914;0;0,03;4,9;4,43
29/09/2005;1,523,914;0;0,03;4,9;4,43
30/09/2005;1,523,914;0;0,03;4,9;4,43
1/10/2005;1,523,914;0;0,02;4,89;4,43
2/10/2005;1,523,914;0;0,02;4,89;4,43
3/10/2005;1,523,914;0;0,02;4,89;4,43
4/10/2005;1,523,914;0;0,02;4,89;4,43
5/10/2005;1,523,914;0;0,02;4,89;4,43
6/10/2005;1,523,914;0;0,01;4,89;4,43
7/10/2005;1,523,914;0;0,01;4,89;4,43
8/10/2005;1,523,914;0;0,01;4,89;4,43
9/10/2005;1,523,914;0;0,01;4,89;4,43
10/10/2005;1,523,914;0;0,01;4,89;4,43
11/10/2005;1,523,914;0;0,01;4,88;4,43
12/10/2005;1,523,914;0;0;4,88;4,43
13/10/2005;1,523,914;0;0;4,88;4,43
14/10/2005;1,523,914;0;0;4,88;4,43
15/10/2005;1,523,914;0;0;4,88;4,43
16/10/2005;1,524,125;0,01;0,01;4,88;4,44
17/10/2005;1,524,336;0,01;0,03;4,89;4,45
18/10/2005;1,524,547;0,01;0,04;4,89;4,47
19/10/2005;1,524,758;0,01;0,06;4,9;4,48
20/10/2005;1,524,969;0,01;0,07;4,9;4,5
21/10/2005;152,518;0,01;0,08;4,91;4,51
22/10/2005;1,525,391;0,01;0,1;4,91;4,53
23/10/2005;1,525,602;0,01;0,11;4,92;4,54
24/10/2005;1,525,814;0,01;0,12;4,92;4,56
25/10/2005;1,526,025;0,01;0,14;4,92;4,57
26/10/2005;1,526,236;0,01;0,15;4,93;4,59
27/10/2005;1,526,447;0,01;0,17;4,93;4,6
28/10/2005;1,526,659;0,01;0,18;4,94;4,61
29/10/2005;152,687;0,01;0,19;4,94;4,63
30/10/2005;1,527,081;0,01;0,21;4,95;4,64
31/10/2005;1,527,293;0,01;0,22;4,95;4,66
1/11/2005;1,527,504;0,01;0,24;4,95;4,67
2/11/2005;1,527,715;0,01;0,25;4,96;4,69
3/11/2005;1,527,927;0,01;0,26;4,96;4,7
4/11/2005;1,528,138;0,01;0,28;4,97;4,72
5/11/2005;152,835;0,01;0,29;4,97;4,73
6/11/2005;1,528,561;0,01;0,3;4,98;4,74
7/11/2005;1,528,773;0,01;0,32;4,98;4,76
8/11/2005;1,528,985;0,01;0,33;4,99;4,77
9/11/2005;1,529,196;0,01;0,35;4,99;4,79
10/11/2005;1,529,408;0,01;0,36;4,99;4,8
11/11/2005;152,962;0,01;0,37;5;4,82
12/11/2005;1,529,831;0,01;0,39;5;4,83
13/11/2005;1,530,043;0,01;0,4;5,01;4,85
14/11/2005;1,530,255;0,01;0,42;5,01;4,86
15/11/2005;1,530,467;0,01;0,43;5,02;4,88
16/11/2005;1,530,584;0,01;0,42;5,02;4,88
17/11/2005;1,530,701;0,01;0,42;5,03;4,89
18/11/2005;1,530,819;0,01;0,41;5,04;4,9
19/11/2005;1,530,936;0,01;0,41;5,05;4,91
20/11/2005;1,531,053;0,01;0,4;5,06;4,92
21/11/2005;153,117;0,01;0,39;5,07;4,92
22/11/2005;1,531,288;0,01;0,39;5,07;4,93
23/11/2005;1,531,405;0,01;0,38;5,08;4,94
24/11/2005;1,531,522;0,01;0,37;5,09;4,95
25/11/2005;1,531,639;0,01;0,37;5,1;4,96
26/11/2005;1,531,757;0,01;0,36;5,11;4,96
27/11/2005;1,531,874;0,01;0,36;5,12;4,97
28/11/2005;1,531,991;0,01;0,35;5,13;4,98
29/11/2005;1,532,109;0,01;0,34;5,13;4,99
30/11/2005;1,532,226;0,01;0,34;5,14;5
1/12/2005;1,532,343;0,01;0,32;5,15;5
2/12/2005;1,532,461;0,01;0,31;5,16;5,01
3/12/2005;1,532,578;0,01;0,3;5,17;5,02
4/12/2005;1,532,695;0,01;0,3;5,18;5,03
5/12/2005;1,532,813;0,01;0,29;5,18;5,04
6/12/2005;153,293;0,01;0,29;5,19;5,04
7/12/2005;1,533,048;0,01;0,28;5,2;5,05
8/12/2005;1,533,165;0,01;0,27;5,21;5,06
9/12/2005;1,533,282;0,01;0,27;5,22;5,07
10/12/2005;153,34;0,01;0,26;5,23;5,08
11/12/2005;1,533,517;0,01;0,25;5,23;5,08
12/12/2005;1,533,635;0,01;0,25;5,24;5,09
13/12/2005;1,533,752;0,01;0,24;5,25;5,1
14/12/2005;153,387;0,01;0,24;5,26;5,11
15/12/2005;1,533,987;0,01;0,23;5,27;5,12
16/12/2005;1,534,041;0;0,23;5,26;5,12
17/12/2005;1,534,096;0;0,22;5,26;5,12
18/12/2005;153,415;0;0,22;5,25;5,13
19/12/2005;1,534,205;0;0,21;5,25;5,13
20/12/2005;1,534,259;0;0,21;5,24;5,13
21/12/2005;1,534,313;0;0,21;5,23;5,14
22/12/2005;1,534,368;0;0,2;5,23;5,14
23/12/2005;1,534,422;0;0,2;5,22;5,15
24/12/2005;1,534,477;0;0,19;5,22;5,15
25/12/2005;1,534,531;0;0,19;5,21;5,15
26/12/2005;1,534,586;0;0,18;5,2;5,16
27/12/2005;153,464;0;0,18;5,2;5,16
28/12/2005;1,534,694;0;0,18;5,19;5,16
29/12/2005;1,534,749;0;0,17;5,19;5,17
30/12/2005;1,534,803;0;0,17;5,18;5,17
31/12/2005;1,534,858;0;0,17;5,18;5,18
1/01/2006;1,534,912;0;0,17;5,17;0
2/01/2006;1,534,967;0;0,16;5,16;0,01
3/01/2006;1,535,021;0;0,16;5,16;0,01
4/01/2006;1,535,075;0;0,16;5,15;0,01
5/01/2006;153,513;0;0,15;5,15;0,02
6/01/2006;1,535,184;0;0,15;5,14;0,02
7/01/2006;1,535,239;0;0,14;5,14;0,02
8/01/2006;1,535,293;0;0,14;5,13;0,03
9/01/2006;1,535,348;0;0,13;5,12;0,03
10/01/2006;1,535,402;0;0,13;5,12;0,04
11/01/2006;1,535,457;0;0,13;5,11;0,04
12/01/2006;1,535,511;0;0,12;5,11;0,04
13/01/2006;1,535,565;0;0,12;5,1;0,05
14/01/2006;153,562;0;0,11;5,1;0,05
15/01/2006;1,535,674;0;0,11;5,09;0,05
16/01/2006;1,535,709;0;0,11;5,08;0,06
17/01/2006;1,535,743;0;0,11;5,07;0,06
18/01/2006;1,535,778;0;0,11;5,07;0,06
19/01/2006;1,535,813;0;0,1;5,06;0,06
20/01/2006;1,535,847;0;0,1;5,05;0,06
21/01/2006;1,535,882;0;0,1;5,04;0,07
22/01/2006;1,535,917;0;0,1;5,04;0,07
23/01/2006;1,535,951;0;0,1;5,03;0,07
24/01/2006;1,535,986;0;0,1;5,02;0,07
25/01/2006;1,536,021;0;0,1;5,01;0,08
26/01/2006;1,536,055;0;0,1;5;0,08
27/01/2006;153,609;0;0,09;5;0,08
28/01/2006;1,536,125;0;0,09;4,99;0,08
29/01/2006;1,536,159;0;0,09;4,98;0,08
30/01/2006;1,536,194;0;0,09;4,97;0,09
31/01/2006;1,536,229;0;0,09;4,97;0,09
1/02/2006;1,536,263;0;0,09;4,96;0,09
2/02/2006;1,536,298;0;0,09;4,95;0,09
3/02/2006;1,536,333;0;0,09;4,94;0,1
4/02/2006;1,536,367;0;0,08;4,93;0,1
5/02/2006;1,536,402;0;0,08;4,93;0,1
6/02/2006;1,536,437;0;0,08;4,92;0,1
7/02/2006;1,536,471;0;0,08;4,91;0,11
8/02/2006;1,536,506;0;0,08;4,9;0,11
9/02/2006;1,536,541;0;0,08;4,9;0,11
10/02/2006;1,536,576;0;0,08;4,89;0,11
11/02/2006;153,661;0;0,08;4,88;0,11
12/02/2006;1,536,645;0;0,07;4,87;0,12
13/02/2006;153,668;0;0,07;4,86;0,12
14/02/2006;1,536,714;0;0,07;4,86;0,12
15/02/2006;1,536,749;0;0,07;4,85;0,12
16/02/2006;1,537,045;0,02;0,09;4,84;0,14
17/02/2006;153,734;0,02;0,1;4,83;0,16
18/02/2006;1,537,636;0,02;0,12;4,82;0,18
19/02/2006;1,537,932;0,02;0,14;4,81;0,2
20/02/2006;1,538,228;0,02;0,16;4,8;0,22
21/02/2006;1,538,523;0,02;0,17;4,79;0,24
22/02/2006;1,538,819;0,02;0,19;4,78;0,26
23/02/2006;1,539,115;0,02;0,21;4,77;0,28
24/02/2006;1,539,411;0,02;0,22;4,75;0,3
25/02/2006;1,539,708;0,02;0,24;4,74;0,32
26/02/2006;1,540,004;0,02;0,26;4,73;0,34
27/02/2006;154,03;0,02;0,27;4,72;0,35
28/02/2006;1,540,596;0,02;0,29;4,71;0,37
1/03/2006;1,540,893;0,02;0,3;4,7;0,39
2/03/2006;1,541,189;0,02;0,32;4,69;0,41
3/03/2006;1,541,485;0,02;0,34;4,68;0,43
4/03/2006;1,541,782;0,02;0,35;4,67;0,45
5/03/2006;1,542,079;0,02;0,37;4,66;0,47
6/03/2006;1,542,375;0,02;0,39;4,65;0,49
7/03/2006;1,542,672;0,02;0,4;4,64;0,51
8/03/2006;1,542,969;0,02;0,42;4,63;0,53
9/03/2006;1,543,265;0,02;0,44;4,62;0,55
10/03/2006;1,543,562;0,02;0,45;4,61;0,57
11/03/2006;1,543,859;0,02;0,47;4,6;0,59
12/03/2006;1,544,156;0,02;0,49;4,59;0,61
13/03/2006;1,544,453;0,02;0,51;4,58;0,63
14/03/2006;154,475;0,02;0,52;4,57;0,64
15/03/2006;1,545,047;0,02;0,54;4,56;0,66
16/03/2006;1,545,375;0,02;0,54;4,55;0,69
17/03/2006;1,545,703;0,02;0,54;4,53;0,71
18/03/2006;1,546,031;0,02;0,55;4,52;0,73
19/03/2006;1,546,359;0,02;0,55;4,51;0,75
20/03/2006;1,546,687;0,02;0,55;4,5;0,77
21/03/2006;1,547,015;0,02;0,55;4,49;0,79
22/03/2006;1,547,344;0,02;0,55;4,47;0,81
23/03/2006;1,547,672;0,02;0,56;4,46;0,83
24/03/2006;1,548,001;0,02;0,56;4,45;0,86
25/03/2006;1,548,329;0,02;0,56;4,44;0,88
26/03/2006;1,548,658;0,02;0,56;4,42;0,9
27/03/2006;1,548,986;0,02;0,56;4,41;0,92
28/03/2006;1,549,315;0,02;0,57;4,4;0,94
29/03/2006;1,549,644;0,02;0,59;4,39;0,96
30/03/2006;1,549,973;0,02;0,61;4,38;0,98
31/03/2006;1,550,302;0,02;0,63;4,36;1,01
1/04/2006;1,550,631;0,02;0,63;4,35;1,03
2/04/2006;155,096;0,02;0,63;4,34;1,05
3/04/2006;1,551,289;0,02;0,64;4,33;1,07
4/04/2006;1,551,618;0,02;0,64;4,32;1,09
5/04/2006;1,551,948;0,02;0,64;4,3;1,11
6/04/2006;1,552,277;0,02;0,64;4,29;1,13
7/04/2006;1,552,606;0,02;0,64;4,28;1,16
8/04/2006;1,552,936;0,02;0,65;4,27;1,18
9/04/2006;1,553,265;0,02;0,65;4,26;1,2
10/04/2006;1,553,595;0,02;0,65;4,24;1,22
11/04/2006;1,553,925;0,02;0,65;4,23;1,24
12/04/2006;1,554,255;0,02;0,65;4,22;1,26
13/04/2006;1,554,584;0,02;0,66;4,21;1,29
14/04/2006;1,554,914;0,02;0,66;4,2;1,31
15/04/2006;1,555,244;0,02;0,66;4,18;1,33
16/04/2006;1,555,606;0,02;0,66;4,18;1,35
17/04/2006;1,555,967;0,02;0,66;4,18;1,38
18/04/2006;1,556,329;0,02;0,67;4,18;1,4
19/04/2006;1,556,691;0,02;0,67;4,18;1,42
20/04/2006;1,557,053;0,02;0,67;4,17;1,45
21/04/2006;1,557,415;0,02;0,67;4,17;1,47
22/04/2006;1,557,777;0,02;0,67;4,17;1,49
23/04/2006;155,814;0,02;0,68;4,17;1,52
24/04/2006;1,558,502;0,02;0,68;4,16;1,54
25/04/2006;1,558,864;0,02;0,68;4,16;1,56
26/04/2006;1,559,227;0,02;0,68;4,16;1,59
27/04/2006;155,959;0,02;0,68;4,16;1,61
28/04/2006;1,559,952;0,02;0,69;4,15;1,63
29/04/2006;1,560,315;0,02;0,69;4,15;1,66
30/04/2006;1,560,678;0,02;0,69;4,15;1,68
1/05/2006;1,561,041;0,02;0,67;4,15;1,71
2/05/2006;1,561,404;0,02;0,67;4,14;1,73
3/05/2006;1,561,767;0,02;0,68;4,14;1,75
4/05/2006;156,213;0,02;0,68;4,14;1,78
5/05/2006;1,562,493;0,02;0,68;4,14;1,8
6/05/2006;1,562,857;0,02;0,68;4,13;1,82
7/05/2006;156,322;0,02;0,68;4,13;1,85
8/05/2006;1,563,584;0,02;0,69;4,13;1,87
9/05/2006;1,563,947;0,02;0,69;4,13;1,9
10/05/2006;1,564,311;0,02;0,69;4,12;1,92
11/05/2006;1,564,675;0,02;0,69;4,12;1,94
12/05/2006;1,565,039;0,02;0,69;4,12;1,97
13/05/2006;1,565,403;0,02;0,7;4,12;1,99
14/05/2006;1,565,767;0,02;0,7;4,11;2,01
15/05/2006;1,566,131;0,02;0,7;4,11;2,04
16/05/2006;1,566,358;0,01;0,69;4,11;2,05
17/05/2006;1,566,585;0,01;0,68;4,11;2,07
18/05/2006;1,566,812;0,01;0,67;4,11;2,08
19/05/2006;1,567,039;0,01;0,66;4,11;2,1
20/05/2006;1,567,266;0,01;0,66;4,11;2,11
21/05/2006;1,567,493;0,01;0,65;4,11;2,13
22/05/2006;156,772;0,01;0,64;4,11;2,14
23/05/2006;1,567,947;0,01;0,63;4,12;2,16
24/05/2006;1,568,174;0,01;0,62;4,12;2,17
25/05/2006;1,568,401;0,01;0,61;4,12;2,19
26/05/2006;1,568,628;0,01;0,6;4,12;2,2
27/05/2006;1,568,855;0,01;0,59;4,12;2,21
28/05/2006;1,569,083;0,01;0,59;4,12;2,23
29/05/2006;156,931;0,01;0,58;4,12;2,24
30/05/2006;1,569,537;0,01;0,57;4,12;2,26
31/05/2006;1,569,765;0,01;0,58;4,12;2,27
1/06/2006;1,569,992;0,01;0,57;4,12;2,29
2/06/2006;1,570,219;0,01;0,56;4,12;2,3
3/06/2006;1,570,447;0,01;0,56;4,12;2,32
4/06/2006;1,570,674;0,01;0,55;4,12;2,33
5/06/2006;1,570,902;0,01;0,54;4,12;2,35
6/06/2006;1,571,129;0,01;0,53;4,12;2,36
7/06/2006;1,571,357;0,01;0,52;4,12;2,38
8/06/2006;1,571,584;0,01;0,51;4,12;2,39
9/06/2006;1,571,812;0,01;0,5;4,12;2,41
10/06/2006;157,204;0,01;0,49;4,12;2,42
11/06/2006;1,572,267;0,01;0,49;4,12;2,44
12/06/2006;1,572,495;0,01;0,48;4,12;2,45
13/06/2006;1,572,723;0,01;0,47;4,12;2,47
14/06/2006;1,572,951;0,01;0,46;4,12;2,48
15/06/2006;1,573,179;0,01;0,45;4,12;2,5
16/06/2006;1,573,352;0,01;0,45;4,12;2,51
17/06/2006;1,573,525;0,01;0,44;4,12;2,52
18/06/2006;1,573,697;0,01;0,44;4,11;2,53
19/06/2006;157,387;0,01;0,44;4,11;2,54
20/06/2006;1,574,043;0,01;0,43;4,11;2,55
21/06/2006;1,574,216;0,01;0,43;4,11;2,56
22/06/2006;1,574,389;0,01;0,43;4,1;2,58
23/06/2006;1,574,562;0,01;0,42;4,1;2,59
24/06/2006;1,574,735;0,01;0,42;4,1;2,6
25/06/2006;1,574,908;0,01;0,41;4,1;2,61
26/06/2006;1,575,081;0,01;0,41;4,09;2,62
27/06/2006;1,575,254;0,01;0,41;4,09;2,63
28/06/2006;1,575,427;0,01;0,4;4,09;2,64
29/06/2006;157,56;0,01;0,4;4,08;2,65
30/06/2006;1,575,773;0,01;0,4;4,08;2,67
1/07/2006;1,575,946;0,01;0,38;4,08;2,68
2/07/2006;1,576,119;0,01;0,38;4,08;2,69
3/07/2006;1,576,292;0,01;0,37;4,07;2,7
4/07/2006;1,576,465;0,01;0,37;4,07;2,71
5/07/2006;1,576,638;0,01;0,37;4,07;2,72
6/07/2006;1,576,811;0,01;0,36;4,06;2,73
7/07/2006;1,576,984;0,01;0,36;4,06;2,74
8/07/2006;1,577,158;0,01;0,35;4,06;2,76
9/07/2006;1,577,331;0,01;0,35;4,06;2,77
10/07/2006;1,577,504;0,01;0,35;4,05;2,78
11/07/2006;1,577,677;0,01;0,34;4,05;2,79
12/07/2006;1,577,851;0,01;0,34;4,05;2,8
13/07/2006;1,578,024;0,01;0,34;4,05;2,81
14/07/2006;1,578,197;0,01;0,33;4,04;2,82
15/07/2006;157,837;0,01;0,33;4,04;2,83
16/07/2006;1,578,523;0,01;0,33;4,04;2,84
17/07/2006;1,578,675;0,01;0,33;4,03;2,85
18/07/2006;1,578,828;0,01;0,33;4,03;2,86
19/07/2006;157,898;0,01;0,32;4,03;2,87
20/07/2006;1,579,133;0,01;0,32;4,02;2,88
21/07/2006;1,579,285;0,01;0,32;4,02;2,89
22/07/2006;1,579,438;0,01;0,32;4,02;2,9
23/07/2006;1,579,591;0,01;0,32;4,01;2,91
24/07/2006;1,579,743;0,01;0,32;4,01;2,92
25/07/2006;1,579,896;0,01;0,32;4,01;2,93
26/07/2006;1,580,049;0,01;0,32;4;2,94
27/07/2006;1,580,201;0,01;0,31;4;2,95
28/07/2006;1,580,354;0,01;0,31;4;2,96
29/07/2006;1,580,507;0,01;0,31;3,99;2,97
30/07/2006;1,580,659;0,01;0,31;3,99;2,98
31/07/2006;1,580,812;0,01;0,32;3,99;2,99
1/08/2006;1,580,965;0,01;0,32;3,98;3
2/08/2006;1,581,118;0,01;0,32;3,98;3,01
3/08/2006;158,127;0,01;0,32;3,98;3,02
4/08/2006;1,581,423;0,01;0,31;3,97;3,03
5/08/2006;1,581,576;0,01;0,31;3,97;3,04
6/08/2006;1,581,729;0,01;0,31;3,97;3,05
7/08/2006;1,581,882;0,01;0,31;3,96;3,06
8/08/2006;1,582,035;0,01;0,31;3,96;3,07
9/08/2006;1,582,188;0,01;0,31;3,96;3,08
10/08/2006;158,234;0,01;0,31;3,95;3,09
11/08/2006;1,582,493;0,01;0,31;3,95;3,1
12/08/2006;1,582,646;0,01;0,3;3,95;3,11
13/08/2006;1,582,799;0,01;0,3;3,94;3,12
14/08/2006;1,582,952;0,01;0,3;3,94;3,13
15/08/2006;1,583,105;0,01;0,3;3,94;3,14
16/08/2006;1,583,314;0,01;0,3;3,95;3,16
17/08/2006;1,583,523;0,01;0,31;3,96;3,17
18/08/2006;1,583,732;0,01;0,31;3,97;3,18
19/08/2006;1,583,941;0,01;0,31;3,98;3,2
20/08/2006;158,415;0,01;0,32;4;3,21
21/08/2006;1,584,359;0,01;0,32;4,01;3,23
22/08/2006;1,584,568;0,01;0,32;4,02;3,24
23/08/2006;1,584,777;0,01;0,33;4,03;3,25
24/08/2006;1,584,987;0,01;0,33;4,04;3,27
25/08/2006;1,585,196;0,01;0,34;4,06;3,28
26/08/2006;1,585,405;0,01;0,34;4,07;3,29
27/08/2006;1,585,614;0,01;0,34;4,08;3,31
28/08/2006;1,585,824;0,01;0,35;4,09;3,32
29/08/2006;1,586,033;0,01;0,35;4,1;3,33
30/08/2006;1,586,242;0,01;0,35;4,12;3,35
31/08/2006;1,586,452;0,01;0,36;4,13;3,36
1/09/2006;1,586,661;0,01;0,36;4,14;3,38
2/09/2006;1,586,871;0,01;0,36;4,15;3,39
3/09/2006;158,708;0,01;0,37;4,17;3,4
4/09/2006;158,729;0,01;0,37;4,18;3,42
5/09/2006;1,587,499;0,01;0,37;4,19;3,43
6/09/2006;1,587,709;0,01;0,38;4,2;3,44
7/09/2006;1,587,918;0,01;0,38;4,21;3,46
